Border,Date,Measure,Value,Average
US-Mexico Border,3/1/2019 0:00,Pedestrians,346158
US-Canada Border,3/1/2019 0:00,Truck Containers Full,6483
US-Canada Border,3/1/2019 0:00,Trains,19
US-Mexico Border,2/1/2019 0:00,Pedestrians,172163
US-Canada Border,2/1/2019 0:00,Truck Containers Empty,1319
US-Mexico Border,1/1/2019 0:00,Pedestrians,56810
